"V1"	"V2"	"V3"	"V6"
"137104"	3073150596	420738	4	"2001/03/28"
"199799"	766784	235157	5	"2001/10/06"
"55599"	1183944324	210284	4	"2001/02/09"
"68566"	1295421060	324994	4	"2001/09/06"
"280888"	803330	319000	4	"2003/05/10"
"148175"	3345583748	420738	5	"2001/03/07"
"114303"	740463	294947	5	"2001/07/13"
"222788"	774158	257837	5	"2001/02/07"
"8601"	720667	288272	3	"2001/04/10"
"248967"	786239	368678	5	"2001/04/01"
"73626"	1464962692	224115	4	"2001/01/26"
"271211"	797664	536050	5	"2001/09/28"
"5492"	277974660	294757	5	"2001/10/27"
"239138"	780968	292206	5	"2001/02/04"
"213022"	770607	267632	5	"2001/08/22"
"59074"	728400	450803	5	"2001/02/21"
"280441"	4113600132	3214053252	5	"2003/05/10"
"182400"	761463	289229	4	"2002/02/18"
"121243"	2539556484	210284	4	"2001/05/08"
"75950"	1527418500	526497	5	"2002/03/10"
"134762"	2994769540	210284	5	"2001/06/06"
"276457"	800043	364257	5	"2001/11/15"
"273532"	798959	295491	5	"2001/11/15"
"126309"	745478	437448	3	"2001/05/13"
"91886"	736226	383172	5	"2001/01/26"
"38445"	726499	338015	5	"2003/05/15"
"242898"	782820	468091	5	"2001/02/04"
"261796"	792477	411172	5	"2001/06/21"
"269241"	796625	205630	4	"2001/09/28"
"193071"	764863	534862	5	"2003/01/03"
"103214"	2143915652	264585	5	"2001/08/30"
"28963"	725163	210284	3	"2002/07/13"
"38946"	726588	306285	5	"2003/05/15"
"128191"	2766769796	277629	5	"2001/02/11"
"118194"	742689	370343	4	"2001/07/13"
"137788"	3096940164	300458	5	"2001/03/28"
"170311"	3919941252	380461	5	"2001/09/07"
"136776"	3062402692	1558351748	5	"2001/03/13"
"106241"	2237369988	270717	5	"2001/09/12"
"164491"	754972	289843	4	"2001/06/20"
"52414"	1108512388	1640730500	5	"2001/01/23"
"134338"	747812	300185	5	"2001/04/19"
"5505"	277974660	223418	4	"2001/10/27"
"24926"	724021	246386	4	"2002/01/13"
"267724"	795660	534899	5	"2001/06/12"
"132754"	746617	333720	5	"2001/04/19"
"203170"	767635	536785	5	"2002/02/14"
"39929"	727062	457781	4	"2003/05/15"
"191101"	764285	525944	5	"2001/08/04"
"22758"	723118	685194	5	"2001/07/11"
"237508"	780236	430751	5	"2001/02/04"
"109185"	2379845252	216022	5	"2001/04/20"
"40935"	727459	233180	5	"2003/05/15"
"250669"	786967	394804	5	"2001/04/01"
"131955"	2958790276	1773440900	4	"2002/03/10"
"146334"	3227815556	939757444	4	"2001/08/20"
"221660"	773640	468091	5	"2001/10/30"
"88049"	1814728324	210284	3	"2001/07/31"
"252710"	787871	393584	5	"2001/01/31"
"243021"	782842	712690	5	"2001/02/04"
"103434"	2152107652	448594	3	"2001/08/30"
"155652"	3651112580	251064	5	"2001/04/20"
"172969"	756957	210284	4	"2001/07/18"
"239307"	781124	3200946052	5	"2001/02/04"
"91490"	735948	200522	5	"2001/01/26"
"258537"	790516	261882	4	"2001/08/05"
"61196"	729150	354093	5	"2001/08/16"
"226080"	775693	200762	5	"2002/07/31"
"73416"	1460178564	472935	5	"2001/10/15"
"151701"	3472723588	410013	5	"2001/03/29"
"47037"	991858308	1604161412	4	"2001/03/19"
"186883"	762880	235367	5	"2001/08/04"
"19818"	483626628	242264	5	"2001/03/27"
"52054"	1098681988	241374	5	"2001/03/14"
"241263"	782141	261351	5	"2001/02/04"
"31873"	725604	346777	3	"2001/08/23"
"145826"	750239	454156	5	"2001/08/20"
"281889"	804149	531887	5	"2001/02/06"
"41785"	727681	210284	5	"2003/06/14"
"85455"	1702792836	265056	5	"2001/05/05"
"150510"	752015	200338	5	"2001/03/07"
"203291"	767662	261183	5	"2002/02/14"
"184591"	762269	453114	5	"2001/09/28"
"274068"	799040	530381	5	"2001/11/15"
"223589"	774408	346777	5	"2001/02/07"
"39362"	865767044	210404	3	"2003/05/15"
"51136"	1080921732	426066	5	"2001/02/07"
"112848"	739323	256303	5	"2001/03/07"
"108570"	2336722564	550120	5	"2001/09/12"
"22117"	722688	323904	5	"2001/07/11"
"205586"	768219	456085	4	"2002/02/14"
"153005"	3531837060	321708	5	"2001/03/29"
"248292"	785745	238687	5	"2001/04/01"
"38919"	726588	223601	5	"2003/05/15"
"8875"	720793	204549	5	"2001/04/10"
"173450"	757068	218579	4	"2002/04/10"
"209568"	769284	410002	5	"2001/02/23"
"185226"	762384	298184	5	"2001/09/28"
"88302"	1825476228	265056	4	"2001/07/31"
"22270"	722804	222705	4	"2001/07/11"
"79913"	733955	204549	2	"2001/06/10"
"70988"	1377996420	261524	4	"2001/03/29"
"223677"	774448	233142	4	"2001/02/07"
"146021"	750307	224644	5	"2001/08/20"
"112981"	739368	248334	5	"2001/03/07"
"215558"	771545	437158	5	"2001/03/09"
"284983"	805920	211607	5	"2001/01/18"
"171091"	756108	335034	5	"2001/09/07"
"213944"	770923	331409	5	"2001/03/09"
"96505"	1945603716	368725	5	"2001/01/18"
"105859"	2228522628	247480	5	"2001/09/12"
"17614"	411078276	280831	5	"2001/05/18"
"99708"	2055966340	418534	5	"2001/01/18"
"176957"	4005138052	494306	5	"2001/02/05"
"107726"	2302840452	200204	5	"2001/09/12"
"29983"	689802884	234885	5	"2001/08/23"
"188714"	763589	380439	5	"2001/08/04"
"279285"	802200	3157757828	3	"2001/03/23"
"157774"	3728117380	233481	5	"2001/11/15"
"223954"	774603	303530	5	"2001/02/07"
"140512"	3171192452	282870	5	"2001/04/10"
"18108"	429559428	237062	5	"2001/05/18"
"10656"	307662468	200595	5	"2001/04/10"
"45420"	953716356	311129	5	"2001/03/03"
"88824"	1852280452	234901	5	"2001/07/31"
"241870"	782341	222936	5	"2001/02/04"
"261122"	792075	370752	5	"2001/08/05"
"267293"	795423	237829	5	"2002/02/15"
"230297"	777265	448594	5	"2001/01/31"
"8485"	720590	250364	5	"2001/04/10"
"140447"	3169816196	298752	4	"2001/04/10"
"36689"	830836356	309126	5	"2001/05/17"
"172724"	756841	250364	5	"2001/07/18"
"277048"	800492	410518	5	"2001/11/15"
"179076"	4030500484	530939	5	"2003/06/02"
"19215"	465735300	2414907268	5	"2001/05/18"
"236660"	779756	363271	5	"2001/02/04"
"198971"	766622	518277	4	"2001/10/06"
"38169"	726380	353336	5	"2003/05/15"
"67895"	731665	269924	5	"2001/09/06"
"7744"	720302	538598	5	"2001/08/08"
"261532"	792320	510529	5	"2001/06/21"
"247963"	785427	399815	5	"2001/04/01"
"48007"	1009028740	446576	5	"2001/03/19"
"275885"	799792	334460	5	"2001/11/15"
"156025"	3676802692	2450755460	5	"2001/09/06"
"37232"	848596612	204506	4	"2003/04/28"
"76603"	1556516484	708757	5	"2001/03/23"
"96745"	1952091780	237120	4	"2001/01/18"
"238705"	780846	315491	4	"2001/02/04"
"107099"	2274987652	208283	5	"2001/09/12"
"287104"	806797	267213	3	"2001/10/30"
"136854"	3066924676	430379	4	"2001/03/13"
"149116"	3421408900	437476	5	"2001/03/07"
"237212"	780042	550413	5	"2001/02/04"
"63361"	730048	206924	5	"2001/09/06"
"162239"	753878	421900	5	"2001/06/20"
"78413"	732994	210284	5	"2001/03/23"
"64973"	730648	337542	5	"2001/09/06"
"290105"	808243	348390	4	"2001/01/22"
"84076"	1647480452	486148	5	"2001/10/30"
"160086"	752407	323666	5	"2001/06/20"
"69296"	1324387972	469038	5	"2001/09/06"
"32983"	726177	245500	5	"2001/08/23"
"250390"	786858	256565	5	"2001/04/01"
"14699"	721498	205491	5	"2001/03/15"
"3687"	236228228	204506	5	"2001/03/29"
"102842"	2136510084	239371	5	"2001/08/30"
"166222"	755802	206843	5	"2001/09/07"
"140677"	3171257988	570943	5	"2001/04/10"
"162094"	753781	330464	5	"2001/06/20"
"181394"	761003	370747	5	"2003/06/02"
"249978"	786677	296904	5	"2001/04/01"
"164667"	755101	458367	5	"2001/06/20"
"144363"	749544	218579	5	"2002/05/11"
"206003"	768326	319020	4	"2002/02/14"
"164771"	755120	415358	5	"2001/06/20"
"18363"	434802308	294260	3	"2001/05/18"
"40932"	727459	296904	5	"2003/05/15"
"160028"	752405	342772	5	"2001/06/20"
"230937"	777559	287970	5	"2001/01/31"
"141787"	3213594244	209513	5	"2001/04/10"
"129256"	2816773764	309398	5	"2002/03/10"
"58009"	1242533508	241374	5	"2001/02/09"
"203166"	767635	299846	5	"2002/02/14"
"139047"	3142094468	204278	5	"2001/01/18"
"99096"	2041482884	321852	5	"2001/01/18"
"72181"	1417514628	207886	5	"2003/05/26"
"202086"	767427	380658	5	"2002/02/14"
"158961"	3780087428	496620	5	"2001/11/15"
"187677"	763147	401711	5	"2001/08/04"
"265882"	794605	400791	5	"2001/06/21"
"12643"	345804420	315530	5	"2001/03/15"
"19506"	474320516	302375	5	"2001/05/18"
"150749"	752074	294260	4	"2001/01/24"
"102890"	2138017412	533229	4	"2001/08/30"
"124051"	743717	233600	5	"2001/05/13"
"141521"	3212873348	267632	5	"2001/04/10"
"50149"	1064078980	372535	5	"2001/02/07"
"287430"	807053	342024	5	"2001/08/21"
"157259"	3704786564	418534	5	"2001/11/15"
"190588"	764065	257837	5	"2001/08/04"
"141202"	3197144708	231243	4	"2001/04/10"
"242579"	782720	315310	5	"2001/02/04"
"57385"	1232703108	280653	5	"2001/02/09"
"29436"	678923908	311271	5	"2001/08/23"
"64648"	730525	268021	4	"2001/09/06"
"14448"	721389	418534	5	"2001/03/15"
"217489"	772030	289837	5	"2001/03/09"
"256940"	789747	379044	5	"2001/08/05"
"237044"	779956	496368	5	"2001/02/04"
"257192"	789911	442307	3	"2001/08/05"
"57693"	1234407044	262919	5	"2001/02/09"
"246327"	784954	292517	5	"2001/04/17"
"276490"	800050	442307	5	"2001/11/15"
"142199"	748745	323913	5	"2001/04/10"
"125932"	745235	412174	5	"2001/05/13"
"123198"	2663222916	302584	5	"2001/02/11"
"78359"	732994	251205	5	"2001/03/23"
"178976"	759543	499932	2	"2003/06/02"
"52312"	1103859332	210789	3	"2001/01/23"
"116213"	741614	508818	5	"2001/07/13"
"19521"	476024452	248520	2	"2001/03/27"
"194825"	765488	312997	5	"2001/04/17"
"199275"	766660	545665	5	"2001/10/06"
"222583"	774081	359811	5	"2001/10/30"
"272224"	798421	210762	4	"2001/09/28"
"197924"	766354	369013	5	"2001/10/06"
"105240"	2209386116	260676	4	"2001/09/12"
"159330"	3791621764	200338	5	"2001/06/20"
"163079"	754223	216985	5	"2001/06/20"
"224205"	774710	241374	5	"2001/02/07"
"216493"	771913	286083	5	"2001/03/09"
"65161"	730725	247192	5	"2001/09/06"
"121535"	2559807108	241729	4	"2001/05/08"
"257290"	789957	243427	5	"2001/08/05"
"38241"	726424	546525	5	"2003/05/15"
"242084"	782422	225095	5	"2001/02/04"
"88319"	1825607300	408356	5	"2001/07/31"
"219481"	772705	303530	5	"2001/03/09"
"189458"	763819	300994	2	"2001/08/04"
"194734"	765449	201915	5	"2001/04/17"
"209952"	769469	280831	4	"2001/02/23"
"146136"	750344	292019	5	"2001/08/20"
"208331"	768957	618131	4	"2001/02/23"
"47193"	997756548	324994	4	"2001/03/19"
"270258"	797121	247820	5	"2001/09/28"
"235089"	779023	281638	5	"2001/01/31"
"181692"	761073	297793	5	"2002/02/18"
"89448"	1877249668	295723	5	"2001/01/21"
"209874"	769451	404654	5	"2001/02/23"
"24374"	565481092	222683	4	"2001/09/18"
"141104"	3193671300	280831	4	"2001/04/10"
"3614"	233213572	324099	4	"2001/03/29"
"124203"	743798	248334	5	"2001/05/13"
"59318"	728503	204418	4	"2001/08/27"
"288145"	807309	266223	5	"2001/08/21"
"33435"	755011204	533229	5	"2001/05/11"
"86645"	1746898564	265056	5	"2001/07/31"
"187019"	762976	243014	4	"2001/08/04"
"238466"	780745	210789	5	"2001/02/04"
"257158"	789883	325560	5	"2001/08/05"
"56508"	1205571204	255181	5	"2001/02/09"
"219664"	772806	394148	5	"2001/03/09"
"208654"	769012	235367	5	"2001/02/23"
"253980"	788385	225095	5	"2001/01/31"
"233599"	778533	228194	5	"2001/01/31"
"84129"	1648070276	233180	4	"2001/10/30"
"261292"	792219	314160	5	"2001/08/05"
"107393"	2295303812	204441	5	"2001/09/12"
"66548"	731069	355176	5	"2001/09/06"
"233035"	778303	520989	4	"2001/01/31"
"267450"	795524	243427	5	"2002/02/15"
"144182"	749526	295983	5	"2002/05/11"
"29535"	682724996	349482	3	"2001/08/23"
"107190"	2283572868	210284	5	"2001/09/12"
"191744"	764435	366818	4	"2003/01/03"
"185463"	762429	257824	5	"2001/09/28"
"165838"	755669	388214	5	"2001/06/20"
"297367"	811544	3220344708	5	"2001/03/08"
"171349"	756162	241578	5	"2001/09/07"
"20869"	722099	331228	5	"2001/05/22"
"191957"	764462	241850	5	"2003/01/03"
"4688"	258444932	243284	5	"2001/03/29"
"241385"	782207	462224	5	"2001/02/04"
"208871"	769094	282012	5	"2001/02/23"
"63783"	730189	205464	5	"2001/09/06"
"43821"	929992324	293646	5	"2001/06/21"
"80543"	734145	243427	5	"2001/09/28"
"208667"	769024	225095	5	"2001/02/23"
"24192"	555650692	204441	4	"2001/09/18"
"253445"	788198	492838	3	"2001/01/31"
"64631"	730525	341013	5	"2001/09/06"
"240124"	781785	363285	5	"2001/02/04"
"275284"	799541	537984	5	"2001/11/15"
"28124"	724616	200573	4	"2001/11/29"
"114827"	740679	242283	5	"2001/07/13"
"198577"	766530	351409	5	"2001/10/06"
"70177"	1356107396	269216	5	"2001/03/27"
"290163"	808263	200338	4	"2001/01/22"
"11129"	318738052	519669	5	"2001/04/10"
"252938"	787997	303530	5	"2001/01/31"
"30836"	710905476	560487	5	"2001/08/23"
"215607"	771545	307413	5	"2001/03/09"
"185695"	762497	242696	5	"2001/09/28"
"78843"	733207	282870	4	"2001/03/23"
"121760"	2568654468	299485	4	"2001/05/08"
"20595"	506891908	506137	5	"2001/05/22"
"131933"	2955447940	247162	5	"2002/03/10"
"243154"	782884	452238	5	"2001/02/04"
"111576"	738549	1312460676	5	"2001/04/20"
"241415"	782207	262004	4	"2001/02/04"
"67283"	731490	345546	4	"2001/09/06"
"12457"	340299396	519242	5	"2001/03/15"
"11819"	327650948	261079	3	"2001/10/29"
"246759"	785101	408084	4	"2001/04/17"
"144641"	749636	375750	5	"2002/05/11"
"6391"	719689	319000	4	"2002/02/17"
"31314"	733318788	306201	5	"2001/08/23"
"250228"	786749	299861	3	"2001/04/01"
"255870"	789325	335034	5	"2001/08/05"
"165568"	755505	342772	5	"2001/06/20"
"150742"	752070	289842	5	"2001/03/07"
"68239"	1284017796	256176	5	"2001/09/06"
"13586"	721170	453486	5	"2001/03/15"
"232652"	778086	340745	5	"2001/01/31"
"25713"	724255	1019121540	5	"2001/06/29"
"144616"	749636	435967	5	"2002/05/11"
"8899"	720793	533229	5	"2001/04/10"
"19292"	470650500	277629	5	"2001/05/18"
"2827"	212962948	533229	5	"2001/03/29"
"75287"	1505136260	344529	4	"2002/03/10"
"274564"	799353	338643	5	"2001/11/15"
"192559"	764661	316708	3	"2003/01/03"
"258372"	790493	241223	5	"2001/08/05"
"168424"	3867250308	210284	5	"2001/09/07"
"32256"	725916	309126	5	"2001/08/23"
"242942"	782823	345500	3	"2001/02/04"
"294633"	810021	393525	5	"2001/01/22"
"36954"	836931204	311226	4	"2003/04/28"
"140318"	3166473860	210284	5	"2001/04/10"
"26875"	632721028	260558	5	"2001/11/29"
"56153"	1200131716	349421	5	"2001/02/09"
"295671"	810511	237911	5	"2001/10/05"
"186099"	762567	225095	5	"2001/09/28"
"216762"	771917	239226	5	"2001/03/09"
"61609"	729243	322738	4	"2001/08/16"
"134109"	747625	200722	5	"2001/04/19"
"76459"	1547341444	2103938948	5	"2001/03/23"
"145906"	750282	206437	5	"2001/08/20"
"34633"	785747588	355314	5	"2001/05/11"
"171918"	756476	351667	5	"2001/09/07"
"168133"	3859385988	453486	5	"2001/09/07"
"288842"	807518	304416	3	"2001/08/21"
"185151"	762376	342772	5	"2001/09/28"
"70423"	1366462084	301950	5	"2001/03/27"
"35892"	822709892	231243	5	"2001/06/13"
"112826"	739298	210870	5	"2001/03/07"
"51460"	1090358916	533487	4	"2001/01/19"
"220388"	773058	423230	4	"2001/04/23"
"193763"	4044721796	557016	2	"2003/01/03"
"157140"	3701575300	338015	5	"2001/11/15"
"259381"	791128	562458	5	"2001/08/05"
"27043"	635276932	477350	4	"2001/11/29"
"300226"	812786	495666	4	"2001/03/08"
"124946"	744358	351524	3	"2001/05/13"
"215149"	771369	324392	5	"2001/03/09"
"41634"	727600	346537	5	"2003/06/14"
"233960"	778730	390573	5	"2001/01/31"
"272732"	798571	432173	2	"2001/09/28"
"29178"	674860676	208095	5	"2001/08/23"
"201494"	767194	413254	5	"2002/02/14"
"112849"	739323	516855	5	"2001/03/07"
"217903"	772112	241374	5	"2001/03/09"
"92435"	736455	2647035780	5	"2001/01/26"
"283596"	805343	329004	5	"2002/09/15"
"174952"	3974794884	200595	4	"2001/03/16"
"283701"	805350	353905	5	"2002/09/15"
"98856"	2032963204	342024	5	"2001/01/18"
"199585"	766784	240913	5	"2001/10/06"
"276786"	800204	491547	5	"2001/11/15"
"181270"	760898	290847	5	"2003/06/02"
"36424"	827362948	483668	5	"2001/06/13"
"68233"	1284017796	505319	5	"2001/09/06"
"202645"	767516	211714	5	"2002/02/14"
"33986"	773361284	315657	5	"2001/05/11"
"42375"	872582788	316708	5	"2001/04/14"
"198030"	766373	533228	5	"2001/10/06"
"14342"	721389	381452	5	"2001/03/15"
"100971"	2099613316	204239	5	"2001/10/28"
"249627"	786559	293732	4	"2001/04/01"
"199105"	766640	241850	5	"2001/10/06"
"173962"	3932589700	284130	4	"2002/04/10"
"181649"	761073	243427	5	"2002/02/18"
"158513"	3749744260	408307	3	"2001/11/15"
"133969"	747546	293646	5	"2001/04/19"
"160770"	752797	368725	4	"2001/06/20"
"49416"	1046974084	210789	3	"2001/05/20"
"73189"	1453756036	203019	5	"2001/10/15"
"196323"	765878	509372	5	"2001/10/20"
"62424"	729729	238863	5	"2001/08/16"
"53692"	1141673604	281871	4	"2001/08/16"
"195621"	765738	374464	5	"2001/10/20"
"220511"	773180	257170	4	"2001/04/23"
"225150"	775179	294495	5	"2001/02/07"
"42253"	869568132	222804	5	"2001/04/14"
"3223"	224562820	1509330820	3	"2001/03/29"
"118835"	743038	398175	5	"2001/07/13"
"155096"	3619655300	210284	5	"2001/11/28"
"7522"	720272	288847	4	"2001/08/08"
"35795"	818777732	204506	5	"2001/06/13"
"284081"	805463	294260	5	"2002/09/15"
"243207"	782887	298157	5	"2001/02/04"
"124001"	743651	232373	5	"2001/05/13"
"227259"	776101	595679	5	"2002/07/31"
"298598"	4137782916	3198390148	4	"2001/03/08"
"185037"	762353	302584	5	"2001/09/28"
"293013"	809280	277533	5	"2001/01/22"
"199178"	766640	494306	5	"2001/10/06"
"45291"	950242948	223418	5	"2001/06/21"
"122408"	2608959108	246386	4	"2001/03/19"
"77192"	732333	303530	5	"2001/03/23"
"283667"	805350	271603	5	"2002/09/15"
"273512"	798959	584320	5	"2001/11/15"
"271719"	797987	349482	5	"2001/09/28"
"144545"	749577	411913	2	"2002/05/11"
"193109"	764898	394639	5	"2003/01/03"
"114690"	740666	480385	5	"2001/07/13"
"1814"	185503364	222804	5	"2001/03/29"
"161654"	753309	253067	4	"2001/06/20"
"41011"	727459	538275	5	"2003/05/15"
"12545"	344428164	462625	5	"2001/03/15"
"61309"	729178	233481	5	"2001/08/16"
"22032"	722634	210284	5	"2001/07/11"
"167414"	3842412164	261524	5	"2001/09/07"
"146096"	750344	263776	5	"2001/08/20"
"104342"	2183106180	366070	5	"2002/12/24"
"155267"	3629092484	212893	5	"2001/04/20"
"268231"	4097347204	294716	5	"2001/06/12"
"294309"	809861	210284	2	"2001/01/22"
"115488"	741116	415509	5	"2001/07/13"
"193444"	765010	344637	5	"2003/01/03"
"63540"	730094	288418	5	"2001/09/06"
"89453"	1877249668	530351	5	"2001/01/21"
"236755"	779785	235766	5	"2001/02/04"
"27680"	656969348	279675	5	"2001/11/29"
"91236"	735820	353064	5	"2001/01/26"
"13553"	721128	295491	3	"2001/03/15"
"258997"	790777	565433	4	"2001/08/05"
"39269"	865570436	214201	2	"2003/05/15"
"69360"	732079	416767	5	"2001/09/06"
"283197"	805179	276983	5	"2001/02/06"
"214417"	771125	261183	4	"2001/03/09"
"9366"	720925	265858	5	"2001/04/10"
"182925"	761707	255496	4	"2002/02/18"
"235512"	779100	231791	4	"2001/01/31"
"71928"	1408994948	535633	5	"2001/08/23"
"169721"	3898510980	256220	3	"2001/09/07"
"75957"	1527418500	551841	5	"2002/03/10"
"40173"	727220	357246	5	"2003/05/15"
"36272"	827166340	261351	5	"2001/06/13"
"70312"	1362595460	375750	5	"2001/03/27"
"251487"	787347	580387	5	"2001/04/01"
"39576"	726832	480215	5	"2003/05/15"
"79260"	733592	206437	5	"2001/02/06"
"30944"	713657988	573131	5	"2001/08/23"
"231936"	777844	426466	5	"2001/01/31"
"112481"	739162	326177	5	"2001/03/07"
"246241"	784875	200338	5	"2001/04/17"
"149068"	3418656388	314062	4	"2001/03/07"
"138665"	3133443716	206837	5	"2001/01/18"
"163921"	754632	208103	5	"2001/06/20"
"284241"	805505	210284	4	"2002/09/15"
"59078"	728400	334400	5	"2001/02/21"
"219573"	772736	210284	5	"2001/03/09"
"157368"	3707211396	335034	4	"2001/11/15"
"107382"	2295303812	496579	5	"2001/09/12"
"173080"	756981	278182	5	"2001/07/18"
"126710"	745777	361904	4	"2001/05/13"
"273319"	798888	319366	5	"2001/11/15"
"76980"	732255	332261	4	"2001/03/23"
"65708"	730854	537984	5	"2001/09/06"
"254783"	788769	512806	2	"2001/08/05"
"181120"	760869	2982252420	4	"2003/06/02"
"96955"	1964347012	378787	5	"2001/01/18"
"144508"	749558	389714	4	"2002/05/11"
"163135"	754253	315530	4	"2001/06/20"
"9081"	720845	205639	4	"2001/04/10"
"199563"	4048260740	215807	4	"2001/10/06"
"19791"	482250372	210284	5	"2001/03/27"
"46638"	981765764	231441	5	"2002/02/21"
"129949"	2850852484	352414	5	"2002/03/10"
"121771"	2568720004	1285001092	5	"2001/05/08"
"39551"	726824	626193	5	"2003/05/15"
"86524"	1741131396	290331	5	"2001/04/18"
"241343"	782174	496741	5	"2001/02/04"
"191086"	764266	280594	5	"2001/08/04"
"299378"	812419	496639	4	"2001/03/08"
"250699"	786967	293940	5	"2001/04/01"
"54603"	1157009028	1477808004	5	"2001/02/09"
"254197"	788478	279675	5	"2001/08/05"
"178151"	758702	282870	5	"2003/06/02"
"54180"	1148882564	372171	3	"2001/02/09"
"79604"	733779	200500	5	"2001/06/10"
"8850"	720774	238184	5	"2001/04/10"
"23863"	536383108	346486	5	"2001/09/18"
"102872"	2137689732	446738	4	"2001/08/30"
"122538"	2619510404	413840	5	"2001/03/19"
"130661"	2890632836	387951	5	"2002/03/10"
"134704"	2990313092	293732	4	"2001/04/19"
"182765"	761669	368792	5	"2002/02/18"
"128411"	2781318788	418616	5	"2001/02/11"
"47820"	1008766596	200595	5	"2001/03/19"
"59887"	728746	423230	5	"2002/02/16"
"272381"	798498	256565	5	"2001/09/28"
"96017"	1924304516	512909	5	"2001/02/17"
"174938"	3973877380	269216	5	"2001/03/16"
"187695"	763147	538703	5	"2001/08/04"
"9957"	294751876	492685	5	"2001/04/10"
"207307"	768681	278679	5	"2002/02/14"
"256385"	789594	264317	5	"2001/08/05"
"143666"	749253	223677	4	"2002/05/11"
"174238"	3948580484	817270660	4	"2002/04/10"
"70037"	1353158276	525858	5	"2001/03/27"
"3872"	238718596	616316	4	"2001/03/29"
"171590"	756242	241374	4	"2001/09/07"
"263684"	793396	410518	5	"2001/06/21"
"172020"	756482	421900	4	"2001/08/23"
"89549"	1880329860	294757	4	"2001/01/21"
"77377"	732394	260251	5	"2001/03/23"
"36943"	836472452	480385	5	"2003/04/28"
"98445"	2015727236	416547	5	"2001/01/18"
"156491"	3683421828	279667	5	"2001/09/06"
"22323"	722816	200595	4	"2001/07/11"
"269415"	796710	475648	2	"2001/09/28"
"87181"	1771081348	1593347972	5	"2001/07/31"
"90964"	735586	245500	4	"2001/01/26"
"116724"	742039	248612	3	"2001/07/13"
"244026"	783230	368762	5	"2001/02/04"
"63908"	730234	295141	5	"2001/09/06"
"150159"	751668	280080	5	"2001/03/07"
"210618"	769690	279836	5	"2001/02/23"
"92167"	736302	361404	5	"2001/01/26"
"95661"	1903922820	293732	5	"2001/02/17"
"45656"	956534404	223418	5	"2001/03/29"
"281284"	803576	325966	5	"2003/05/10"
"249503"	786438	257458	4	"2001/04/01"
"58418"	1256820356	304047	5	"2001/02/09"
"63016"	729910	533878	3	"2001/08/16"
"68905"	731898	200627	5	"2001/09/06"
"113754"	739991	320093	5	"2001/07/13"
"110401"	737942	224281	4	"2001/04/20"
"12904"	350129796	313246	5	"2001/03/15"
"128008"	2753138308	268787	5	"2001/02/11"
"41438"	727560	394804	5	"2003/05/15"
"260130"	791599	352286	5	"2001/08/05"
"136807"	3063647876	226985	5	"2001/03/13"
"65716"	730854	396144	5	"2001/09/06"
"71173"	1385205380	277804	5	"2001/03/29"
"56381"	1202294404	216022	5	"2001/02/09"
"65677"	730852	293646	5	"2001/09/06"
"8148"	720469	210964	5	"2001/01/21"
"179384"	4032335492	249990	5	"2003/06/02"
"258113"	790386	333680	3	"2001/08/05"
"293294"	809409	233142	5	"2001/01/22"
"110644"	738123	324994	5	"2001/04/20"
"166130"	755781	347667	5	"2001/06/20"
"70861"	1375702660	239232	5	"2001/03/29"
"62573"	729733	327655	5	"2001/08/16"
"215388"	771461	210512	3	"2001/03/09"
"55465"	1173130884	231243	5	"2001/02/09"
"268260"	795952	233068	5	"2001/06/12"
"230209"	777265	285868	5	"2001/01/31"
"125426"	744763	236417	4	"2001/05/13"
"268038"	795830	427967	5	"2001/06/12"
"292544"	809140	406313	5	"2001/01/22"
"129028"	2806025860	1640730500	5	"2001/02/11"
"17249"	405966468	213509	5	"2001/03/15"
"267758"	795676	204418	5	"2001/06/12"
"99140"	2041548420	204441	5	"2001/01/18"
"299967"	4140076676	3214053252	5	"2001/03/08"
"238193"	780573	557672	5	"2001/02/04"
"6097"	719646	405503	5	"2001/10/27"
"261052"	792010	248520	2	"2001/08/05"
"28440"	724929	719306	3	"2001/02/22"
"268058"	795837	406551	4	"2001/06/12"
"145490"	750056	299846	5	"2001/08/20"
"189648"	763860	260375	5	"2001/08/04"
"202722"	767522	240021	4	"2002/02/14"
"227472"	776152	287174	5	"2002/07/31"
"242083"	782422	327612	5	"2001/02/04"
"216812"	771922	311904	5	"2001/03/09"
"203315"	767662	390910	5	"2002/02/14"
"169658"	3895824004	234283	4	"2001/09/07"
"218992"	772517	206843	5	"2001/03/09"
"79789"	733830	282884	5	"2001/06/10"
"16325"	721774	325889	2	"2001/03/15"
"266769"	795153	333934	5	"2002/02/15"
"213981"	770947	405503	5	"2001/03/09"
"180449"	760410	280080	5	"2003/06/02"
"11076"	318738052	301797	5	"2001/04/10"
"159337"	3791621764	210284	5	"2001/06/20"
"148834"	3398667908	360888	5	"2001/03/07"
"239609"	781404	210284	4	"2001/02/04"
"226636"	775933	719402	5	"2002/07/31"
"48551"	1022332548	556880	5	"2001/03/19"
"272205"	798421	201226	5	"2001/09/28"
"84755"	1675923076	204358	4	"2001/05/05"
"16206"	721743	297335	5	"2001/03/15"
"81445"	1567329924	372171	5	"2001/09/28"
"88103"	1815711364	342580	5	"2001/07/31"
"191318"	764304	380175	5	"2001/04/27"
"264090"	793579	385836	4	"2001/06/21"
"101203"	2103283332	270572	5	"2001/01/24"
"210623"	769690	276254	5	"2001/02/23"
"166002"	755781	337542	5	"2001/06/20"
