"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"
"180781"	760570	705778	5	0	"2001/01/10"	"2003/06/02"	1	-1
"208046"	768911	206837	5	0	"2001/01/10"	"2002/02/14"	1	6205
"143322"	749123	241374	5	0	"2001/01/10"	"2001/08/22"	1	2522535
"134805"	2998701700	282870	3	1	"2001/01/10"	"2001/06/06"	1	2522265
"191760"	764451	314243	4	0	"2001/01/10"	"2003/01/03"	1	2522488
"283444"	805282	444986	5	0	"2001/01/10"	"2001/02/06"	1	6205
"259138"	4089286276	262430	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"33856"	769298052	434614	4	0	"2001/01/10"	"2001/05/11"	1	2522498
"37321"	854691460	457781	3	0	"2001/01/10"	"2003/04/28"	1	2522498
"279469"	4108029572	3172110212	3	0	"2001/01/10"	"2003/05/10"	1	2531403
"195197"	765637	303971	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"193191"	764917	346548	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"267200"	795357	235297	3	0	"2001/01/10"	"2002/02/15"	1	2531403
"66316"	731013	260709	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"38173"	726380	491968	4	0	"2001/01/10"	"2003/05/15"	1	2522498
"37902"	726282	423487	5	0	"2001/01/10"	"2003/04/28"	1	2522498
"25486"	607227524	200338	5	0	"2001/01/10"	"2001/06/29"	1	2522494
"270354"	797169	415506	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"155600"	3648425604	375750	2	0	"2001/01/10"	"2001/04/20"	1	165915759489
"270511"	797247	248520	3	1	"2001/01/10"	"2001/09/28"	1	2531403
"244682"	783720	233481	5	0	"2001/01/10"	"2001/02/04"	1	2531403
"68163"	1284017796	315530	5	0	"2001/01/10"	"2001/09/06"	1	2522535
"146761"	3263401604	282870	2	1	"2001/01/10"	"2001/08/20"	1	2522317
"215482"	771514	298277	5	0	"2001/01/10"	"2001/03/09"	1	6205
"191298"	764304	247162	5	0	"2001/01/10"	"2001/04/27"	1	2522488
"268195"	795914	393730	5	0	"2001/01/10"	"2001/06/12"	1	2531403
"24487"	723624	323873	5	0	"2001/01/10"	"2001/09/18"	1	2522726
"9982"	294751876	200338	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"240656"	781918	355176	4	0	"2001/01/10"	"2001/02/04"	1	-1
"173640"	757072	285907	4	0	"2001/01/10"	"2002/04/10"	1	2522482
"81457"	1568312964	205464	5	0	"2001/01/10"	"2001/09/28"	1	-1
"198304"	766430	200500	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"28577"	724974	719304	5	0	"2001/01/10"	"2002/07/13"	1	2531403
"290619"	808431	518580	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"154993"	3609759364	277629	5	0	"2001/01/10"	"2001/11/28"	1	2518365
"166772"	755844	294288	5	0	"2001/01/10"	"2001/09/07"	1	2522545
"45116"	940084868	398860	5	0	"2001/01/10"	"2001/06/21"	1	2522499
"210395"	769648	238661	5	0	"2001/01/10"	"2001/02/23"	1	-1
"33264"	748457604	322397	4	0	"2001/01/10"	"2001/08/23"	1	-1
"247812"	785405	440854	5	0	"2001/01/10"	"2001/04/01"	1	2531403
"213603"	770839	451689	5	0	"2001/01/10"	"2001/03/09"	1	6205
"166781"	755844	542885	5	0	"2001/01/10"	"2001/09/07"	1	2522545
"35622"	814321284	204506	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"70896"	1377668740	408356	5	0	"2001/01/10"	"2001/03/29"	1	3321654
"46130"	966626948	240913	5	0	"2001/01/10"	"2002/01/05"	1	2522499
"104816"	2198900356	233969	5	0	"2001/01/10"	"2002/12/24"	1	2522131
"57924"	1242467972	292095	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"90860"	735448	249887	2	0	"2001/01/10"	"2001/06/16"	1	46335
"279071"	802074	488549	5	0	"2001/01/10"	"2001/03/23"	1	2531403
"67424"	731504	235717	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"170473"	3923480196	268787	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"4942"	268275332	362623	5	0	"2001/01/10"	"2001/03/29"	1	-1
"223681"	774452	231774	3	0	"2001/01/10"	"2001/02/07"	1	6205
"135437"	3030683268	483668	5	0	"2001/01/10"	"2001/06/06"	1	2522265
"283236"	805185	696820	5	1	"2001/01/10"	"2001/02/06"	1	2531403
"291723"	808885	302444	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"130532"	2888863364	342772	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"167111"	3833368196	555183	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"66700"	731090	232144	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"189786"	763906	241627	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"215323"	771405	342046	5	0	"2001/01/10"	"2001/03/09"	1	6205
"30235"	695045764	293732	4	0	"2001/01/10"	"2001/08/23"	1	2522495
"241582"	782224	332713	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"105804"	2228326020	241597	5	0	"2001/01/10"	"2001/09/12"	1	2522131
"5393"	277974660	222705	5	0	"2001/01/10"	"2001/10/27"	1	-1
"99210"	2043383428	719309	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"3527"	233016964	292019	3	1	"2001/01/10"	"2001/03/29"	1	6205
"186363"	762666	261565	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"114135"	740271	265056	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"220259"	773033	483668	5	0	"2001/01/10"	"2001/03/09"	1	6205
"187601"	763100	323913	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"205004"	768036	356976	5	0	"2001/01/10"	"2002/02/14"	1	-1
"64208"	730366	462224	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"206865"	768527	208103	5	0	"2001/01/10"	"2002/02/14"	1	6205
"97031"	1967033988	350626	4	0	"2001/01/10"	"2001/01/18"	1	2522131
"156907"	3695873668	297055	5	0	"2001/01/10"	"2001/11/15"	1	165915759489
"198314"	766430	302659	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"224276"	774735	341508	5	0	"2001/01/10"	"2001/02/07"	1	6205
"238634"	780838	290844	5	0	"2001/01/10"	"2001/02/04"	1	6205
"258515"	790508	703750	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"79156"	733397	205068	5	0	"2001/01/10"	"2001/02/06"	1	3321654
"84487"	1667796612	415376	4	0	"2001/01/10"	"2001/10/12"	1	46335
"257226"	789929	269964	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"253721"	788276	327739	3	0	"2001/01/10"	"2001/01/31"	1	2531403
"285075"	805927	287856	5	0	"2001/01/10"	"2001/10/30"	1	2522726
"300545"	812978	262352	5	0	"2001/01/10"	"2001/08/07"	1	2522726
"214488"	771145	394804	5	0	"2001/01/10"	"2001/03/09"	1	-1
"246542"	785030	204783	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"154642"	3589508740	332713	5	0	"2001/01/10"	"2001/11/28"	1	2518365
"169305"	3885403780	285020	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"293815"	809634	298724	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"149170"	3427241604	396144	5	0	"2001/01/10"	"2001/03/07"	1	2522317
"197965"	766355	346772	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"183389"	761886	282884	5	0	"2001/01/10"	"2001/09/28"	1	2531404
"3630"	234196612	324099	3	0	"2001/01/10"	"2001/03/29"	1	6205
"235673"	779147	241119	5	0	"2001/01/10"	"2001/01/31"	1	6205
"3123"	219057796	200396	5	0	"2001/01/10"	"2001/03/29"	1	-1
"257849"	790232	208743	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"34801"	787582596	206437	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"14478"	721389	300105	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"36626"	829787780	225095	4	0	"2001/01/10"	"2001/06/13"	1	2522498
"268315"	796000	361989	5	0	"2001/01/10"	"2001/06/12"	1	2531403
"49028"	1039109764	243081	4	0	"2001/01/10"	"2001/05/20"	1	2522499
"224761"	4061236868	2950532996	5	0	"2001/01/10"	"2001/02/07"	1	6205
"59855"	728716	345803	5	0	"2001/01/10"	"2002/02/16"	1	2522499
"231467"	777626	233054	5	0	"2001/01/10"	"2001/01/31"	1	-1
"152329"	3505426052	260558	5	0	"2001/01/10"	"2001/03/29"	1	-1
"210757"	769718	239432	5	0	"2001/01/10"	"2001/02/23"	1	6205
"20119"	494374532	310721	3	0	"2001/01/10"	"2001/05/22"	1	2531403
"68839"	731833	368744	4	0	"2001/01/10"	"2001/09/06"	1	2522535
"74005"	1486327428	420208	6	0	"2001/01/10"	"2001/09/12"	1	3321654
"182421"	761470	375995	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"259798"	791438	305878	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"122178"	2600832644	292334	5	0	"2001/01/10"	"2001/03/19"	1	2531389
"238728"	780848	225095	4	0	"2001/01/10"	"2001/02/04"	1	6205
"39755"	726967	450803	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"190678"	4043542148	390070	2	0	"2001/01/10"	"2001/08/04"	1	2522488
"138039"	3107294852	350170	4	0	"2001/01/10"	"2001/01/18"	1	2522535
"290122"	808243	324994	4	0	"2001/01/10"	"2001/01/22"	1	2522726
"114019"	740191	493984	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"148680"	3395587716	210284	4	0	"2001/01/10"	"2001/03/07"	1	2522317
"243469"	783060	350765	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"277981"	801201	210284	4	0	"2001/01/10"	"2001/03/23"	1	2531403
"121716"	2565967492	211607	5	0	"2001/01/10"	"2001/05/08"	1	2531389
"170180"	3913387652	496579	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"139083"	3142094468	200396	5	0	"2001/01/10"	"2001/01/18"	1	2522535
"204693"	768034	289843	5	0	"2001/01/10"	"2002/02/14"	1	-1
"154490"	3581185668	212893	4	0	"2001/01/10"	"2001/11/28"	1	2518365
"260839"	791900	3013644164	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"192844"	764731	261840	4	0	"2001/01/10"	"2003/01/03"	1	2522488
"238475"	780748	355044	3	0	"2001/01/10"	"2001/02/04"	1	6205
"230263"	777265	372200	5	0	"2001/01/10"	"2001/01/31"	1	6205
"72131"	1414762116	210056	4	0	"2001/01/10"	"2001/08/23"	1	3321654
"176593"	3995242116	301949	5	0	"2001/01/10"	"2001/03/16"	1	2522265
"13383"	721108	243284	2	1	"2001/01/10"	"2001/03/15"	1	2522488
"151649"	3471609476	406551	5	0	"2001/01/10"	"2001/03/29"	1	2518365
"144396"	749544	323666	5	0	"2001/01/10"	"2002/05/11"	1	2522535
"57309"	1231457924	200338	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"297813"	811799	468745	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"160832"	752858	1454935940	5	0	"2001/01/10"	"2001/06/20"	1	165915759489
"131632"	2931134084	346144	4	0	"2001/01/10"	"2002/03/10"	1	2521901
"159110"	3780284036	381452	5	0	"2001/01/10"	"2001/11/15"	1	165915759489
"76301"	1543605892	274465	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"70456"	1366462084	217762	3	0	"2001/01/10"	"2001/03/27"	1	3321654
"79743"	733796	338127	5	0	"2001/01/10"	"2001/06/10"	1	3321654
"46204"	968724100	270717	5	0	"2001/01/10"	"2002/01/05"	1	2522499
"78896"	733237	241571	4	0	"2001/01/10"	"2001/08/24"	1	3321654
"104050"	2172882564	281706	3	0	"2001/01/10"	"2002/12/24"	1	2522131
"224354"	774753	210284	5	0	"2001/01/10"	"2001/02/07"	1	6205
"225020"	775145	372535	5	0	"2001/01/10"	"2001/02/07"	1	6205
"246228"	784875	282870	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"258690"	790607	389511	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"271990"	798194	495672	4	0	"2001/01/10"	"2001/09/28"	1	2531403
"272970"	798671	346486	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"139633"	3147927172	234885	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"29796"	689081988	312000	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"24862"	723941	348390	3	1	"2001/01/10"	"2002/01/13"	1	2522726
"273533"	798959	379428	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"124022"	743666	262868	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"161217"	753015	458367	2	0	"2001/01/10"	"2001/06/20"	1	165915759489
"256405"	789594	372535	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"30911"	713330308	255170	4	0	"2001/01/10"	"2001/08/23"	1	2522495
"4036"	241340036	308422	5	0	"2001/01/10"	"2001/03/29"	1	6205
"103374"	2150010500	332261	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"150811"	752134	326177	4	0	"2001/01/10"	"2001/01/24"	1	2522317
"28956"	725163	398067	5	0	"2001/01/10"	"2002/07/13"	1	2531403
"100084"	2066779780	1312460676	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"29740"	689081988	851218308	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"172603"	756822	350170	5	0	"2001/01/10"	"2001/07/18"	1	2522482
"156106"	3677916804	293178	5	0	"2001/01/10"	"2001/09/06"	1	2518365
"126339"	745528	437158	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"17684"	413699716	238687	4	0	"2001/01/10"	"2001/05/18"	1	2531403
"117621"	742491	205645	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"90414"	735147	202911	4	0	"2001/01/10"	"2001/06/16"	1	46335
"156411"	3680669316	210284	4	0	"2001/01/10"	"2001/09/06"	1	6205
"168953"	3881340548	549799	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"150217"	751791	210284	5	0	"2001/01/10"	"2001/03/07"	1	2522317
"284722"	4121857668	480385	2	1	"2001/01/10"	"2001/01/18"	1	2522726
"137732"	3091107460	233180	5	0	"2001/01/10"	"2001/03/28"	1	2522535
"170605"	3923676804	432466	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"205271"	768121	290046	4	0	"2001/01/10"	"2002/02/14"	1	6205
"173541"	757070	253426	5	0	"2001/01/10"	"2002/04/10"	1	2522482
"103266"	2145750660	301797	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"296819"	811242	304925	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"35152"	792694404	309398	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"3462"	232230532	250364	5	0	"2001/01/10"	"2001/03/29"	1	6205
"69809"	1339002500	315310	5	0	"2001/01/10"	"2001/09/06"	1	3321654
"32375"	726024	204418	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"171531"	756216	338096	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"32200"	725864	239232	4	0	"2001/01/10"	"2001/08/23"	1	2522495
"77876"	732660	279544	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"33563"	758288004	298157	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"292720"	809202	210284	4	0	"2001/01/10"	"2001/01/22"	1	2522726
"22432"	722883	264585	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"141998"	3221327492	279675	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"228670"	776557	369715	4	0	"2001/01/10"	"2001/01/31"	1	6205
"82409"	1607831172	318628	4	0	"2001/01/10"	"2001/09/28"	1	46335
"235610"	779131	243748	5	0	"2001/01/10"	"2001/01/31"	1	6205
"61576"	729243	567624	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"221109"	773364	2065928068	4	0	"2001/01/10"	"2001/10/30"	1	6205
"197280"	766191	241374	4	0	"2001/01/10"	"2001/10/20"	1	2522488
"41065"	727463	501401	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"5395"	277974660	280831	5	0	"2001/01/10"	"2001/10/27"	1	-1
"30678"	705269380	279278	2	1	"2001/01/10"	"2001/08/23"	1	2522495
"183334"	761879	386501	5	0	"2001/01/10"	"2001/09/28"	1	2531404
"178988"	759547	355176	5	0	"2001/01/10"	"2003/06/02"	1	3321654
"173873"	757245	597498	4	0	"2001/01/10"	"2002/04/10"	1	2522482
"213200"	770654	432043	4	0	"2001/01/10"	"2001/08/22"	1	6205
"147103"	3284176516	310035	5	0	"2001/01/10"	"2001/01/22"	1	2522317
"99722"	2057342596	241578	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"13024"	353537668	366895	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"266422"	794856	507866	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"291323"	808732	248520	5	0	"2001/01/10"	"2001/01/22"	1	-1
"228604"	4063858308	426211	5	0	"2001/01/10"	"2001/01/31"	1	6205
"237846"	780341	655677	5	0	"2001/01/10"	"2001/02/04"	1	6205
"100431"	2076937860	458220	2	0	"2001/01/10"	"2001/01/18"	1	2522131
"88838"	1852280452	206437	5	0	"2001/01/10"	"2001/07/31"	1	46335
"196303"	765878	417093	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"196999"	766108	297351	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"169594"	3895824004	298157	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"30848"	710905476	298724	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"241137"	782099	237062	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"205758"	768272	490370	5	0	"2001/01/10"	"2002/02/14"	1	6205
"32562"	726028	495672	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"182085"	761222	260251	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"62111"	729582	261565	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"223924"	774581	418262	5	0	"2001/01/10"	"2001/02/07"	1	6205
"21668"	722438	277629	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"164633"	755061	252174	5	0	"2001/01/10"	"2001/06/20"	1	6205
"32862"	726155	324994	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"299203"	4138438276	3204222852	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"232805"	778121	542694	5	0	"2001/01/10"	"2001/01/31"	1	6205
"266134"	794697	345500	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"186158"	762567	261079	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"189436"	763816	223605	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"152558"	3511520900	222557	5	0	"2001/01/10"	"2001/03/29"	1	6205
"192111"	764495	321708	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"5320"	273911428	210284	5	0	"2001/01/10"	"2001/03/29"	1	6205
"154018"	3568733828	242398	4	0	"2001/01/10"	"2001/11/28"	1	165915759489
"244949"	783955	245500	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"75908"	1526107780	1896583044	5	0	"2001/01/10"	"2002/03/10"	1	3321654
"91276"	735840	685896	5	0	"2001/01/10"	"2001/01/26"	1	46335
"81039"	734398	533229	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"69282"	1323077252	245666	4	0	"2001/01/10"	"2001/09/06"	1	2923567
"296503"	810961	476570	3	0	"2001/01/10"	"2001/10/05"	1	2522726
"64509"	730509	249446	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"258839"	790721	326177	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"263473"	793288	222557	4	0	"2001/01/10"	"2001/06/21"	1	2531403
"195695"	765742	264620	3	0	"2001/01/10"	"2001/10/20"	1	2522488
"23242"	723453	430170	5	0	"2001/01/10"	"2001/09/18"	1	2531403
"263507"	793288	217447	4	0	"2001/01/10"	"2001/06/21"	1	2531403
"298717"	812222	467608	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"118699"	742975	313080	4	0	"2001/01/10"	"2001/07/13"	1	2522131
"158364"	3744960132	380658	5	0	"2001/01/10"	"2001/11/15"	1	165915759489
"279633"	802507	346290	5	0	"2001/01/10"	"2003/05/10"	1	2531403
"23147"	723429	476099	4	0	"2001/01/10"	"2001/09/18"	1	2531403
"164463"	754972	272378	5	0	"2001/01/10"	"2001/06/20"	1	6205
"70356"	1363709572	435967	5	0	"2001/01/10"	"2001/03/27"	1	3321654
"289017"	807594	304849	2	0	"2001/01/10"	"2001/08/21"	1	2522726
"145051"	749928	204418	5	0	"2001/01/10"	"2001/06/23"	1	2522535
"21004"	722132	304047	5	0	"2001/01/10"	"2001/05/22"	1	2531403
"9566"	284003972	322117	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"88934"	1856081540	292402	4	0	"2001/01/10"	"2001/07/31"	1	46335
"244536"	783685	322557	5	0	"2001/01/10"	"2001/02/04"	1	-1
"162373"	753989	301950	5	0	"2001/01/10"	"2001/06/20"	1	165915759489
"211768"	770225	265981	2	0	"2001/01/10"	"2001/02/23"	1	6205
"172190"	756620	294757	5	0	"2001/01/10"	"2001/08/23"	1	2522482
"298017"	811993	229124	4	0	"2001/01/10"	"2001/03/08"	1	2522726
"86795"	1755418244	372200	5	0	"2001/01/10"	"2001/07/31"	1	46335
"15229"	721726	249990	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"283583"	805343	248119	5	0	"2001/01/10"	"2002/09/15"	1	2522726
"99672"	2055900804	200118	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"71335"	1390186116	212893	5	0	"2001/01/10"	"2001/03/29"	1	3321654
"148755"	3398667908	270717	5	0	"2001/01/10"	"2001/03/07"	1	2522317
"9223"	720893	307076	5	0	"2001/01/10"	"2001/04/10"	1	6205
"114971"	740738	426746	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"290561"	808392	205639	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"244508"	783685	205645	5	0	"2001/01/10"	"2001/02/04"	1	-1
"33054"	726183	216631	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"55614"	1184992900	505319	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"148839"	3398667908	570943	5	0	"2001/01/10"	"2001/03/07"	1	2522317
"4124"	243371652	402326	5	0	"2001/01/10"	"2001/03/29"	1	-1
"261824"	792477	416547	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"175204"	757444	227427	5	0	"2001/01/10"	"2001/03/16"	1	2522535
"35550"	810061444	228431	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"57884"	1237945988	462625	4	0	"2001/01/10"	"2001/02/09"	1	2522499
"218212"	772170	369013	5	0	"2001/01/10"	"2001/03/09"	1	-1
"110734"	738162	302444	5	0	"2001/01/10"	"2001/04/20"	1	2522131
"101236"	2103283332	257816	5	0	"2001/01/10"	"2001/01/24"	1	2522131
"276447"	800012	519242	3	0	"2001/01/10"	"2001/11/15"	1	2531403
"140098"	3157823108	240308	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"264569"	794003	381452	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"36230"	826707588	242696	5	0	"2001/01/10"	"2001/06/13"	1	2522498
"229908"	777181	492388	5	0	"2001/01/10"	"2001/01/31"	1	6205
"23388"	723538	554020	4	0	"2001/01/10"	"2001/09/18"	1	2531403
"289404"	807815	450713	5	0	"2001/01/10"	"2001/09/02"	1	2522726
"7817"	720316	268021	4	0	"2001/01/10"	"2001/01/21"	1	6205
"203764"	767768	3242495876	4	0	"2001/01/10"	"2002/02/14"	1	2522488
"294595"	810006	298724	4	0	"2001/01/10"	"2001/01/22"	1	2522726
"110216"	2426900100	200118	5	0	"2001/01/10"	"2001/04/20"	1	2522131
"78334"	732994	297363	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"24693"	723723	206924	4	0	"2001/01/10"	"2002/01/13"	1	2522726
"118960"	743124	259924	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"137866"	3100348036	405503	5	0	"2001/01/10"	"2001/03/28"	1	2522535
"50751"	1075285636	244271	5	0	"2001/01/10"	"2001/02/07"	1	2522499
"139437"	3147337348	417527	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"208761"	769054	345500	5	0	"2001/01/10"	"2001/02/23"	1	-1
"164314"	754866	233472	4	0	"2001/01/10"	"2001/06/20"	1	165915759489
"238518"	4073950852	355164	5	0	"2001/01/10"	"2001/02/04"	1	6205
"246874"	785117	262195	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"28416"	724907	279109	4	0	"2001/01/10"	"2001/02/22"	1	2531403
"278236"	801269	277804	5	0	"2001/01/10"	"2001/03/23"	1	2531403
"244471"	783663	558451	4	0	"2001/01/10"	"2001/02/04"	1	2531398
"36381"	827166340	345500	5	0	"2001/01/10"	"2001/06/13"	1	2522498
"150772"	752103	232969	4	0	"2001/01/10"	"2001/01/24"	1	2522317
"122772"	2633338500	1824755588	5	0	"2001/01/10"	"2001/03/19"	1	2531389
"185658"	762470	232969	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"21724"	722445	241562	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"144680"	749636	462224	5	0	"2001/01/10"	"2002/05/11"	1	2522535
"204631"	768016	403641	4	0	"2001/01/10"	"2002/02/14"	1	6205
"267409"	795500	276559	5	0	"2001/01/10"	"2002/02/15"	1	2531403
"180665"	760479	564471	5	0	"2001/01/10"	"2003/06/02"	1	-1
"190550"	764065	382391	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"64506"	730509	241261	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"280789"	803271	486624	5	0	"2001/01/10"	"2003/05/10"	1	2531403
"286926"	806701	270206	5	0	"2001/01/10"	"2001/10/30"	1	2522726
"269942"	796938	247820	4	0	"2001/01/10"	"2001/09/28"	1	2531403
"116067"	741528	216022	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"36094"	825790084	474396	4	0	"2001/01/10"	"2001/06/13"	1	2522498
"249769"	786630	200299	5	0	"2001/01/10"	"2001/04/01"	1	2531403
"130266"	2870775428	551841	4	0	"2001/01/10"	"2002/03/10"	1	2521901
"276550"	800064	218579	4	0	"2001/01/10"	"2001/11/15"	1	2531403
"245635"	784521	368725	3	0	"2001/01/10"	"2001/04/17"	1	2531403
"211740"	770202	301797	5	0	"2001/01/10"	"2001/02/23"	1	-1
"189403"	763795	253361	3	0	"2001/01/10"	"2001/08/04"	1	2522488
"193237"	764966	302375	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"108463"	2333052548	412496	5	0	"2001/01/10"	"2001/09/12"	1	2522131
"279147"	802074	452561	3	0	"2001/01/10"	"2001/03/23"	1	2531403
"126284"	745468	262751	2	0	"2001/01/10"	"2001/05/13"	1	2531389
"9708"	291278468	505319	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"169250"	3885403780	313352	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"117057"	742240	542694	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"101979"	2115473028	210789	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"17655"	413699716	1532923780	5	0	"2001/01/10"	"2001/05/18"	1	2531403
"14192"	721343	322117	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"210057"	769513	235766	5	0	"2001/01/10"	"2001/02/23"	1	6205
"202238"	767444	300364	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"174044"	757373	363527	5	0	"2001/01/10"	"2002/04/10"	1	2923567
"176818"	758206	365973	5	0	"2001/01/10"	"2001/02/05"	1	2522265
"85158"	1691324036	458331	5	0	"2001/01/10"	"2001/05/05"	1	46335
"136649"	3059060356	241261	5	0	"2001/01/10"	"2001/03/13"	1	2522535
"122354"	2607713924	292382	5	0	"2001/01/10"	"2001/03/19"	1	2531389
"238429"	780727	633107	5	0	"2001/01/10"	"2001/02/04"	1	6205
