V1	V2	V3	V6
2453704324	210284	5	2001/07/13
777961	234388	5	2001/01/31
727463	342047	5	2003/05/15
780757	240913	4	2001/02/04
721725	506137	5	2001/03/15
764065	655677	5	2001/08/04
768272	237466	4	2002/02/14
729150	432043	5	2001/08/16
336563844	233969	5	2001/03/15
763574	260676	4	2001/08/04
1790807684	210284	5	2001/07/31
2562166404	241729	5	2001/05/08
729150	232969	5	2001/08/16
2696908420	201805	5	2001/05/13
3002568324	275689	5	2001/06/06
776615	345500	5	2001/01/31
731526	245500	4	2001/09/06
749558	315436	4	2002/05/11
2998701700	437448	4	2001/06/06
772854	255202	5	2001/03/09
1033932420	205491	5	2001/03/19
442142340	379568	4	2001/05/18
749544	533229	5	2002/05/11
828739204	396144	5	2001/06/13
725129	222705	5	2002/07/13
720491	212893	5	2001/08/20
753134	293646	5	2001/06/20
754223	260990	5	2001/06/20
3733819012	324994	5	2001/11/15
396398212	346777	5	2001/03/15
761030	700005	5	2003/06/02
767178	207041	5	2002/02/14
1663471236	533229	5	2001/10/12
744281	351667	5	2001/05/13
766117	435967	5	2001/10/20
769328	292839	5	2001/02/23
732806	210836	3	2001/03/23
318738052	293256	5	2001/04/10
785944196	300298	5	2001/05/11
729224	302684	4	2001/08/16
773033	282884	5	2001/03/09
772266	307373	5	2001/03/09
736590	298157	5	2001/01/26
3147665028	227427	5	2001/04/10
766318	298184	5	2001/10/20
764368	293646	5	2001/06/21
173379204	324099	4	2001/03/29
765650	261565	5	2001/10/20
742937	234678	5	2001/07/13
3372781188	379808	4	2001/03/07
730140	302684	2	2001/09/06
754011	405871	5	2001/06/20
1587842692	278795	5	2001/09/28
746688	689495	5	2001/04/19
719637	345610	5	2001/10/27
730861	207172	5	2001/09/06
741211	281871	4	2001/07/13
1487638148	261351	5	2001/09/28
773613	240913	4	2001/10/30
730525	462224	4	2001/09/06
1539608196	551841	5	2002/03/10
766305	207041	3	2001/10/20
2955120260	526523	5	2002/03/10
3056111236	1509330820	3	2001/03/13
2231209604	322117	4	2001/09/12
2384105092	288385	5	2001/04/20
961646212	255273	3	2001/03/29
2805173892	286861	3	2001/02/11
768301	210495	4	2002/02/14
738889	200338	5	2001/04/20
737704	342772	4	2001/02/17
733670	204418	5	2001/02/06
166563460	1532923780	5	2001/03/29
745784	243659	5	2001/05/13
3152055940	243427	5	2001/04/10
184389252	204441	5	2001/03/29
219057796	1640730500	5	2001/03/29
2322370180	269785	5	2001/09/12
763576	302659	5	2001/08/04
498699908	245622	5	2001/05/22
3468988036	333720	5	2001/03/29
743409	298887	4	2001/05/13
750117	365973	5	2001/08/20
720280	204780	5	2001/08/08
267161220	247162	4	2001/03/29
773371	351377	5	2001/10/30
726588	300048	5	2003/05/15
779756	366934	5	2001/02/04
722952	434614	5	2001/07/11
776577	242696	5	2001/01/31
774889	569572	5	2001/02/07
730861	322397	4	2001/09/06
755633	204278	4	2001/06/20
745295	491968	5	2001/05/13
2528087684	333720	5	2001/05/08
778860	292398	5	2001/01/31
740328	1615433604	3	2001/07/13
736972	306614	5	2001/01/26
1431670404	206837	5	2002/07/31
744018	225095	4	2001/05/13
943623812	199859	5	2001/06/21
1404079748	437158	5	2001/03/29
3588525700	446738	4	2001/11/28
337546884	244708	5	2001/03/15
779147	347387	5	2001/01/31
775601	2509934468	5	2002/07/31
753014	417618	5	2001/06/20
780092	437786	5	2001/02/04
774437	312425	5	2001/02/07
2054786692	380461	5	2001/01/18
2046594692	659065	5	2001/01/18
731586	263196	5	2001/09/06
848596612	301797	4	2003/04/28
774897	380461	4	2001/02/07
1045401220	450713	5	2001/05/20
3663957636	462625	5	2001/04/20
752015	303162	5	2001/03/07
742363	204549	4	2001/07/13
728064	336990	5	2001/06/21
777753	381515	5	2001/01/31
257265284	415509	5	2001/03/29
780863	249059	5	2001/02/04
732135	370724	4	2001/09/06
3097792132	430252	5	2001/03/28
2860748420	2145292164	5	2002/03/10
764501	201200	4	2003/01/03
749558	285907	5	2002/05/11
981765764	210284	5	2002/02/21
1417973380	372171	4	2003/05/26
737213	236756	5	2001/01/26
720286	309126	4	2001/08/08
772946	427991	5	2001/03/09
748167	300364	5	2001/06/06
499158660	210284	5	2001/05/22
777256	319000	5	2001/01/31
258444932	231340	5	2001/03/29
1090621060	233969	5	2001/01/19
1600753284	241261	5	2001/09/28
1459523204	210284	5	2001/10/15
764065	405556	5	2001/08/04
744399	252420	5	2001/05/13
750969	210824	5	2001/03/07
3759115908	202911	2	2001/11/15
2257292932	379162	5	2001/09/12
770122	314243	5	2001/02/23
222006916	209674	4	2001/03/29
940084868	205464	5	2001/06/21
281382532	210284	4	2001/04/10
776598	200500	5	2001/01/31
2888928900	320229	5	2002/03/10
769125	289031	4	2001/02/23
752405	340309	2	2001/06/20
307203716	203783	5	2001/04/10
1495764612	240913	5	2001/09/28
767484	216482	5	2002/02/14
2347601540	643786	4	2001/04/20
1717800580	233180	5	2001/05/05
743286	233969	5	2001/07/13
2816773764	281871	5	2002/03/10
738670	550120	4	2001/04/20
765889	350170	5	2001/10/20
737493	424778	5	2001/02/17
752401	294260	4	2001/06/20
1106611844	448540	4	2001/01/23
1629851268	220891	5	2001/09/28
737729	297055	5	2001/02/17
758102	352383	5	2001/03/16
737534	319609	5	2001/02/17
777772	225095	4	2001/01/31
2604961412	210284	4	2001/03/19
775145	381452	5	2001/02/07
775282	538598	5	2001/02/07
1160416900	345590	5	2001/02/09
733784	282870	5	2001/06/10
513183364	296904	5	2001/05/22
1727630980	2390069124	5	2001/05/05
763313	261619	4	2001/08/04
3636301444	242030	4	2001/04/20
772127	505248	4	2001/03/09
740191	324035	5	2001/07/13
326798980	304628	5	2001/10/29
232230532	338015	5	2001/03/29
2113900164	294260	5	2001/08/30
725287	200748	4	2001/08/23
764518	279278	5	2003/01/03
3545140868	262981	5	2001/03/29
770481	200338	5	2001/02/23
2015727236	462128	4	2001/01/18
725288	209674	3	2001/08/23
776051	335304	4	2002/07/31
731090	320093	5	2001/09/06
769109	432043	5	2001/02/23
3683421828	312000	5	2001/09/06
770440	719342	4	2001/02/23
3072364164	200595	5	2001/03/13
1723371140	2145292164	5	2001/05/05
1647218308	201336	5	2001/10/30
1145867908	260676	5	2001/02/09
781656	240321	5	2001/02/04
769648	351084	5	2001/02/23
762877	235766	5	2001/09/28
755646	470111	5	2001/06/20
766308	317816	5	2001/10/20
1688112772	490370	5	2001/05/05
1207602820	204418	4	2001/02/09
766268	423230	5	2001/10/20
780066	401062	5	2001/02/04
739358	692821	5	2001/03/07
3785002628	551841	5	2001/11/15
733557	209674	4	2001/02/06
739029	582662	2	2001/04/20
755716	210284	4	2001/06/20
2506985092	210284	5	2001/05/08
2523369092	426746	3	2001/05/08
725470	232969	5	2001/08/23
242650756	448594	4	2001/03/29
728872	210412	5	2002/02/16
1692503684	447714	5	2001/05/05
774877	268006	4	2001/02/07
724889	295723	3	2001/02/22
749524	339645	5	2002/05/11
1898679940	238331	5	2001/02/17
773371	241578	5	2001/10/30
756568	243081	3	2001/08/23
3124596356	242264	4	2001/01/18
827166340	270717	5	2001/06/13
1976340100	210362	5	2001/01/18
684232324	337335	5	2001/08/23
3332411012	492263	5	2001/04/16
2490011268	348037	5	2001/05/08
738549	403641	5	2001/04/20
768348	368762	5	2002/02/14
266243716	285571	4	2001/03/29
744220	204780	5	2001/05/13
766784	240057	5	2001/10/06
772119	372535	5	2001/03/09
1258065540	330231	5	2001/02/09
766354	528815	5	2001/10/06
772135	279675	5	2001/03/09
751465	2466025348	5	2001/03/07
1087868548	512909	5	2001/02/07
316247684	238250	5	2001/04/10
730852	490189	5	2001/09/06
743769	2498137988	2	2001/05/13
1930858116	266569	4	2001/02/17
778887	405503	5	2001/01/31
4063202948	479361	4	2002/07/31
728557	210284	5	2002/02/16
767074	282884	4	2002/02/14
733639	261623	4	2001/02/06
640061060	407132	3	2001/11/29
724255	168267652	5	2001/06/29
769451	324099	5	2001/02/23
744533	298887	5	2001/05/13
710905476	531141	5	2001/08/23
726556	415509	5	2003/05/15
750076	257816	5	2001/08/20
3244461700	1558351748	5	2001/08/20
767635	457810	5	2002/02/14
1866370692	325407	5	2001/07/31
765650	300298	5	2001/10/20
3297939076	206837	5	2001/01/22
747872	210284	5	2001/04/19
766861	332883	5	2001/10/29
720067	241261	5	2002/02/17
762748	258795	5	2001/09/28
765839	210412	5	2001/10/20
764230	271603	5	2001/08/04
776506	533228	5	2001/01/31
749203	204278	5	2001/08/22
2188873348	441103	5	2002/12/24
1335660164	210284	4	2001/09/06
1929023108	238672	5	2001/02/17
2933493380	410013	5	2002/03/10
744684	226618	5	2001/05/13
203656836	302584	4	2001/03/29
1167167108	534929	5	2001/02/09
760620	356565	5	2003/06/02
734079	242720	5	2001/09/28
733796	256232	5	2001/06/10
729045	200338	5	2001/08/16
773287	445602	5	2001/04/23
773487	200396	3	2001/10/30
3445853828	202911	5	2001/08/28
720067	233142	4	2002/02/17
754098	453992	3	2001/06/20
758004	290844	5	2001/03/16
764707	327739	4	2003/01/03
762401	200204	5	2001/09/28
755802	205639	5	2001/09/07
757883	256176	5	2001/03/16
766241	200500	4	2001/10/20
768943	257816	5	2001/02/23
1480232580	236296	5	2001/01/26
770520	437226	5	2001/02/23
720639	271603	4	2001/04/10
720239	368762	5	2001/08/08
1001885316	273844	5	2001/03/19
773612	200614	5	2001/10/30
757444	553461	5	2001/03/16
765869	279397	5	2001/10/20
2969800324	233046	2	2002/03/10
477597316	506137	5	2001/03/27
3948121732	269216	5	2002/04/10
771536	210284	3	2001/03/09
771754	286685	5	2001/03/09
765738	221652	5	2001/10/20
730870	204418	5	2001/09/06
754199	252420	5	2001/06/20
720286	337542	5	2001/08/08
732690	330201	5	2001/03/23
730509	206437	5	2001/09/06
762078	245500	5	2001/09/28
1129942660	201975	5	2001/01/23
684756612	349482	4	2001/08/23
737456	484057	5	2001/02/17
755209	228061	3	2001/06/20
770275	303530	5	2001/02/23
764029	471492	4	2001/08/04
1832881796	282870	5	2001/07/31
3780284036	242696	5	2001/11/15
777605	442980	5	2001/01/31
2330562180	298157	5	2001/09/12
2032963204	408356	5	2001/01/18
1362857604	295491	5	2001/03/27
732484	324968	5	2001/03/23
770844	232969	5	2001/03/09
764252	311271	5	2001/08/04
730648	598745	5	2001/09/06
720286	290625	4	2001/08/08
758057	366977	4	2001/03/16
909676164	231460	5	2001/06/21
1232768644	553461	5	2001/02/09
1790021252	262868	5	2001/07/31
762134	301396	5	2001/09/28
2618592900	263801	3	2001/03/19
771953	319609	5	2001/03/09
730063	320093	5	2001/09/06
3853553284	209121	5	2001/09/07
1098747524	235766	5	2001/03/14
2290323076	281484	5	2001/09/12
755669	231509	5	2001/06/20
822644356	286861	3	2001/06/13
2452131460	568229	2	2001/07/13
2467532420	700005	5	2001/07/13
909676164	256565	5	2001/04/04
3147665028	298748	5	2001/04/10
2800258692	212290	5	2001/02/11
726183	353955	5	2001/08/23
749471	437226	4	2002/05/11
778693	249059	5	2001/01/31
722199	333720	4	2001/05/22
2866646660	1256755076	5	2002/03/10
728746	236832	5	2002/02/16
1600753284	416547	5	2001/09/28
770711	336153	5	2001/08/22
732517	305878	5	2001/03/23
743787	351524	3	2001/05/13
764218	306614	5	2001/08/04
3323563652	342046	2	2001/04/16
3918958212	250895	4	2001/09/07
730513	394804	5	2001/09/06
423923332	288006	5	2001/05/18
4011691652	526523	5	2003/06/02
2198900356	290844	5	2001/08/25
768712	350727	5	2002/02/14
3792866948	210284	5	2001/06/20
3528298116	279675	5	2001/03/29
1456639620	241572	5	2001/10/15
3505426052	315214	5	2001/03/29
3304820356	413254	2	2001/10/30
779001	300364	4	2001/01/31
1735429764	426746	4	2001/04/18
727849	292095	5	2001/06/21
3199700612	501806	5	2001/04/10
737726	345546	5	2001/02/17
725386	331391	5	2001/08/23
2330562180	291397	5	2001/09/12
751962	406991	4	2001/03/07
1656065668	224644	2	2001/10/12
745777	200338	5	2001/05/13
1020628612	539856	5	2001/03/19
1487244932	381515	5	2001/09/28
738178	367601	3	2001/04/20
763813	443503	4	2001/08/04
729845	538598	5	2001/08/16
913739396	252420	5	2001/06/21
3683421828	200762	5	2001/09/06
373722756	603590	3	2001/03/15
730404	294288	5	2001/09/06
774587	235717	5	2001/02/07
899976836	462625	5	2001/04/04
730163	350765	5	2001/09/06
777479	476801	5	2001/01/31
785747588	204204	5	2001/05/11
779301	293732	3	2001/01/31
758103	371718	5	2001/03/16
826707588	219592	5	2001/06/13
731592	313448	5	2001/09/06
761868	315654	5	2001/09/28
776506	210789	5	2001/01/31
1173130884	551841	5	2001/02/09
1556516484	202028	5	2001/03/23
3846540932	237489	3	2001/09/07
748310	204079	5	2001/06/06
780781	262981	4	2001/02/04
2442956420	301396	5	2001/07/13
729371	396144	5	2001/08/16
749825	228954	5	2001/06/23
765563	321708	5	2001/10/20
679644804	231509	4	2001/08/23
3878981252	385423	4	2001/09/07
724042	204441	5	2002/01/13
779308	343568	5	2001/01/31
778604	247820	5	2001/01/31
774387	384881	4	2001/02/07
1033932420	233180	4	2001/05/20
827166340	239232	5	2001/06/13
1087868548	555889	4	2001/02/07
278564484	269785	5	2001/10/27
770202	200762	5	2001/02/23
727459	459045	5	2003/05/15
778154	311238	4	2001/01/31
433491588	210495	4	2001/05/18
770554	200807	5	2001/02/23
730753	234885	4	2001/09/06
732833	502242	5	2001/03/23
738354	204418	5	2001/04/20
771917	329733	5	2001/03/09
775612	298184	5	2002/07/31
4005138052	318496	5	2001/02/05
720006	369013	5	2002/02/17
1408798340	332713	5	2001/03/29
843419268	337542	5	2003/04/28
769195	439783	5	2001/02/23
742702	426834	5	2001/07/13
730189	461876	5	2001/09/06
1008766596	446738	5	2001/03/19
3872951940	332261	5	2001/09/07
770372	309087	4	2001/02/23
2908917380	368762	4	2002/03/10
1136627332	261899	5	2001/01/25
2921959044	209543	4	2002/03/10
732394	309973	5	2001/03/23
3952184964	300364	5	2002/04/10
732905	281484	5	2001/03/23
3644493444	256515	5	2001/04/20
761994	242398	2	2001/09/28
1921814148	304172	5	2001/02/17
748012	250895	4	2001/04/19
766784	483668	5	2001/10/06
330665604	255181	4	2001/10/29
720895	351084	4	2001/04/10
721617	301949	5	2001/03/15
770002	324994	4	2001/02/23
732896	365973	5	2001/03/23
719952	245500	4	2002/02/17
3011939972	250364	5	2001/06/06
750223	282870	4	2001/08/20
740738	270717	5	2001/07/13
723499	203696	5	2001/09/18
1543605892	329235	5	2001/03/23
2781777540	295348	3	2001/02/11
196644484	233068	5	2001/03/29
726588	242720	5	2003/05/15
733120	346537	5	2001/03/23
1261932164	328936	5	2001/02/21
774306	358846	2	2001/02/07
2164559492	246386	5	2002/12/24
960401028	304047	5	2001/03/29
1985121924	286633	4	2001/01/18
1494978180	200118	5	2001/09/28
2610073220	326032	4	2001/03/19
774413	241627	4	2001/02/07
725516	342046	4	2001/08/23
2419625604	245622	5	2001/04/20
773050	432043	5	2001/03/09
768034	290432	5	2002/02/14
1276350084	329367	2	2001/09/06
2610073220	255044	5	2001/03/19
770520	409591	5	2001/02/23
3728117380	206837	5	2001/11/15
2521271940	210284	4	2001/05/08
1998229124	351471	5	2001/01/18
177966724	286633	5	2001/03/29
730725	1569034116	5	2001/09/06
2392559236	241729	5	2001/04/20
736943	298184	3	2001/01/26
1719570052	300105	5	2001/05/05
748598	201226	5	2001/06/06
761675	200922	5	2002/02/18
736226	270206	5	2001/01/26
3960311428	496579	5	2002/04/10
2780991108	284130	3	2001/02/11
767201	712690	5	2002/02/14
752622	292580	4	2001/06/20
1442811524	265056	5	2002/07/31
776920	399055	5	2001/01/31
762353	492685	5	2001/09/28
758127	396144	5	2001/03/16
764266	275837	5	2001/08/04
634752644	302583	5	2001/11/29
743038	221034	5	2001/07/13
3704589956	2529267588	2	2001/11/15
797871748	332261	5	2001/05/11
196972164	262760	5	2001/03/29
732821	286270	5	2001/03/23
1021742724	210284	4	2001/03/19
766660	496620	5	2001/10/06
764966	301797	5	2003/01/03
554339972	398549	5	2001/09/18
3895824004	291706	5	2001/09/07
843419268	288847	5	2003/04/28
780984	439733	5	2001/02/04
727740	375384	5	2001/04/14
767093	501401	5	2002/02/14
767850	208743	5	2002/02/14
1172147844	1504743300	5	2001/02/09
734920	279278	5	2001/01/21
1100189316	291574	5	2001/08/16
642485892	439797	3	2001/11/29
2066779780	314669	5	2001/01/18
768924	247162	5	2002/02/14
616337028	213509	3	2001/11/29
474320516	375750	5	2001/05/18
756328	210284	5	2001/09/07
730855	204506	5	2001/09/06
1385074308	210284	5	2001/03/29
3685125764	296666	5	2001/11/15
768494	323666	5	2002/02/14
745369	255623	5	2001/05/13
539266692	243427	5	2001/09/18
768205	260123	5	2002/02/14
930909828	330501	5	2001/06/21
764689	201915	5	2003/01/03
756162	200500	5	2001/09/07
766430	232449	5	2001/10/06
374574724	317816	5	2001/03/15
1200131716	288418	5	2001/02/09
1648070276	210284	5	2001/10/30
2889322116	265843	5	2002/03/10
3868167812	279675	5	2001/09/07
777214	262430	5	2001/01/31
1409846916	282012	5	2001/08/23
748598	261241	5	2001/06/06
762470	328802	5	2001/09/28
739229	383172	5	2001/03/07
780595	545665	5	2001/02/04
763022	257458	4	2001/08/04
2165673604	266263	4	2002/12/24
755007	257987	5	2001/06/20
769232	350170	5	2001/02/23
766861	260251	5	2001/10/29
2210172548	308422	5	2001/09/12
741063	241729	4	2001/07/13
200707716	208283	4	2001/03/29
756037	375750	5	2001/09/07
771582	209674	4	2001/03/09
776083	523809	5	2002/07/31
771545	290995	5	2001/03/09
721706	261899	5	2001/03/15
3189935748	373429	5	2001/04/10
719696	210284	5	2002/02/17
2322370180	325296	5	2001/09/12
3183054468	410833	5	2001/04/10
1184992900	247388	4	2001/02/09
3246427780	322117	5	2001/08/20
1284017796	200338	5	2001/09/06
778943	347027	4	2001/01/31
724285	332261	4	2001/06/29
776680	324409	5	2001/01/31
720469	234350	5	2001/08/20
763800	276792	3	2001/08/04
558861956	210284	5	2001/09/18
729838	269216	5	2001/08/16
477597316	405871	5	2001/03/27
203329156	416911236	5	2001/03/29
772486	332188	5	2001/03/09
926191236	222663	4	2001/06/21
773022	298724	5	2001/03/09
1838386820	256565	5	2001/07/31
1372098180	232535	5	2001/03/27
2031521412	327612	5	2001/01/18
1773309572	526523	5	2001/07/31
768783	560590	4	2002/02/14
2110623364	2227867524	5	2001/08/30
779587	345154	5	2001/02/04
243371652	256565	5	2001/03/29
695045764	282870	3	2001/08/23
769709	712690	5	2001/02/23
729664	295415	4	2001/08/16
527076996	496391	5	2001/09/18
217353860	237414	3	2001/03/29
4070608516	3000864644	5	2001/01/31
766784	233068	5	2001/10/06
725989	573131	4	2001/08/23
778942	409504	4	2001/01/31
2785382020	1640730500	4	2001/02/11
1248693892	201226	5	2001/02/09
727937	308017	2	2001/06/21
778942	402326	5	2001/01/31
762269	293774	5	2001/09/28
763205	262682	5	2001/08/04
777559	448594	5	2001/01/31
771946	303318	5	2001/03/09
768433	250910	5	2002/02/14
3206123140	260558	5	2001/04/10
763116	241578	5	2001/08/04
769648	290844	5	2001/02/23
2592050820	210284	4	2001/05/08
2031521412	418616	5	2001/01/18
776658	243291	2	2001/01/31
726395	256565	5	2003/05/15
1522372228	719409	5	2002/03/10
741606	534152	5	2001/07/13
1618710148	204945	5	2001/09/28
740171	294947	4	2001/07/13
1479052932	451811	5	2001/01/26
773050	297335	5	2001/03/09
766308	719398	5	2001/10/20
2334363268	235766	5	2001/09/12
3091107460	301797	5	2001/03/28
3642592900	210284	5	2001/04/20
1001164420	228845	5	2001/03/19
3744960132	231243	5	2001/11/15
465735300	570943	4	2001/05/18
3952184964	315511	5	2002/04/10
723668	319000	3	2002/01/13
770950	403435	5	2001/03/09
3564605060	446330	5	2001/03/29
769095	245500	5	2001/02/23
737664	201475	5	2001/02/17
735854	459085	4	2001/01/26
740027	282870	5	2001/07/13
760398	324942	5	2003/06/02
179474052	367823	5	2001/03/29
1329368708	170692484	2	2001/09/06
736144	394804	5	2001/01/26
754262	307357	5	2001/06/20
2442956420	204622	5	2001/07/13
727577	243659	5	2003/06/14
761992	262195	5	2001/09/28
725330	241627	5	2001/08/23
3680079492	2240712580	5	2001/09/06
2347470468	200204	4	2001/04/20
3044445828	412995	5	2001/06/06
725989	298157	5	2001/08/23
776756	215938	5	2001/01/31
3923480196	237522	5	2001/09/07
764218	451867	5	2001/08/04
746598	238050	3	2001/04/19
774072	318313	3	2001/10/30
778527	551648	5	2001/01/31
684232324	351386	5	2001/08/23
3147665028	200903	5	2001/04/10
757795	256565	5	2001/03/16
723323	298184	5	2001/07/11
721703	210284	5	2001/03/15
734442	512112	5	2001/09/28
744279	215880	4	2001/05/13
781656	515078	5	2001/02/04
731718	225095	4	2001/09/06
356748932	234958	5	2001/03/15
744147	268499	2	2001/05/13
710905476	241261	4	2001/08/23
4048064132	531870	5	2001/10/20
721058	446576	4	2001/03/15
310283908	237120	5	2001/04/10
953716356	255181	4	2001/03/29
830836356	446576	5	2001/05/17
721115	409982	5	2001/03/15
1490062980	210284	5	2001/09/28
730204	282870	4	2001/09/06
730695	292900	3	2001/09/06
777142	205639	4	2001/01/31
776373	287664	5	2002/07/31
739380	488287	3	2001/03/07
3073150596	204506	5	2001/03/28
3617623684	222705	5	2001/11/28
755495	496620	5	2001/06/20
523341444	1181912964	5	2001/09/18
1715113604	306614	5	2001/05/05
779448	232924	5	2001/01/31
771206	440854	5	2001/03/09
330272388	333740	5	2001/10/29
1374719620	352414	5	2001/03/29
324243076	282884	5	2001/10/29
1033932420	1501138820	5	2001/03/19
956534404	234953	5	2001/03/29
773180	293940	3	2001/04/23
773022	319798	5	2001/03/09
1016368772	205491	4	2001/03/19
724937	234885	5	2001/02/22
765487	301184	5	2001/04/17
763402	302011	4	2001/08/04
779465	267632	4	2001/02/11
976981636	483668	5	2002/02/21
1628606084	233969	5	2001/09/28
764513924	515078	5	2001/05/11
1040354948	233054	5	2001/05/20
3885403780	241496	5	2001/09/07
779127	420355	5	2001/01/31
767427	527304	5	2002/02/14
738354	200903	5	2001/04/20
774173	368725	5	2001/02/07
760891	222936	5	2003/06/02
765055	396144	5	2003/01/03
770308	485705	5	2001/02/23
771926	344378	5	2001/03/09
767128	237829	5	2002/02/14
3456405124	210284	4	2001/08/28
773095	279544	5	2001/04/23
763211	225095	5	2001/08/04
1402572420	210284	3	2001/03/29
1078693508	235645	5	2001/02/07
953716356	302329	4	2001/03/29
1363709572	423230	5	2001/03/27
733101	409591	5	2001/03/23
1143508612	248334	5	2001/08/16
2830929540	453486	5	2002/03/10
782001	263140	5	2001/02/04
740748	204780	5	2001/07/13
736226	208103	5	2001/01/26
759595	3215822724	5	2003/06/02
760874	210284	4	2003/06/02
754011	202911	5	2001/06/20
779465	218579	4	2001/02/07
2255261316	411293	5	2001/09/12
730003	222557	5	2001/08/16
750344	209674	5	2001/08/20
734129	243659	5	2001/09/28
741910	207186	4	2001/07/13
3859385988	203898	5	2001/09/07
771778	210284	5	2001/03/09
763940	345803	5	2001/08/04
750117	207186	5	2001/08/20
729912	552795	5	2001/08/16
785747588	679952	5	2001/05/11
395218564	253291	5	2001/03/15
2547551876	489610	5	2001/05/08
3819802244	234885	5	2001/09/07
762269	294612	5	2001/09/28
725916	337542	5	2001/08/23
739963	200522	5	2001/07/13
1521192580	588197	3	2002/03/10
756718	346777	5	2001/07/18
2355859076	211674	5	2001/04/20
749161	423230	5	2001/08/22
1415483012	293646	5	2001/08/23
721248	581139	5	2001/03/15
3170799236	200595	5	2001/04/10
755105	238311	5	2001/06/20
722365	200500	5	2001/07/11
771762	2857013124	4	2001/03/09
732694	295607	5	2001/03/23
753015	279016	2	2001/06/20
1607765636	266569	5	2001/09/28
742056	262195	5	2001/07/13
735246	407132	5	2001/06/16
759786	532810	5	2003/06/02
818777732	1532923780	5	2001/06/13
4032335492	3273887620	4	2003/06/02
749074	240913	5	2001/08/22
730048	239371	4	2001/09/06
729987	262893	5	2001/08/16
719646	271603	5	2001/10/27
951750276	278630276	5	2001/06/21
727635	264620	3	2003/06/14
2507378308	240308	4	2001/05/08
1467125380	255170	5	2001/01/26
781851	333004	5	2001/02/04
749363	333720	5	2002/05/11
3691286148	222557	4	2001/11/15
2496040580	238687	5	2001/05/08
775143	311238	5	2001/02/07
3034418820	287898	5	2001/06/06
754011	247034	5	2001/06/20
1632603780	315231	5	2001/10/30
3300167300	245500	4	2001/10/30
761077	204418	4	2002/02/18
2138214020	233068	5	2001/08/30
3968372356	256565	4	2001/03/16
745351	243427	2	2001/05/13
2877197956	206437	5	2002/03/10
766108	567654	5	2001/10/20
730006	293229	5	2001/09/06
753611	257987	4	2001/06/20
312970884	210284	5	2001/04/10
734838	394804	3	2001/01/21
2723384964	256303	5	2001/05/13
746872	2439614340	5	2001/04/19
766784	315231	5	2001/10/06
2442956420	310409	5	2001/07/13
724042	380658	5	2002/01/13
1487572612	462625	5	2001/09/28
755137	542694	3	2001/06/20
761212	280683	5	2002/02/18
756877	594371	5	2001/07/18
902925956	202911	3	2001/04/04
752544	406539	5	2001/06/20
2386923140	204239	5	2001/04/20
756116	233481	5	2001/09/07
1863356036	346777	5	2001/07/31
3050212996	350626	5	2001/03/13
746765	375750	4	2001/04/19
735714	281943	5	2001/01/26
315330180	380461	5	2001/04/10
767568	276562	4	2002/02/14
720801	298752	3	2001/04/10
750223	233481	5	2001/08/20
1096519300	380658	5	2001/03/14
678923908	222557	5	2001/08/23
3746270852	325296	5	2001/11/15
779024	335460	5	2001/01/31
1820429956	200338	5	2001/07/31
731005	446576	5	2001/09/06
2155122308	230177	5	2001/08/30
2818215556	302584	5	2002/03/10
721425	238277	5	2001/03/15
3707211396	301797	4	2001/11/15
1314819716	418534	5	2001/09/06
2386464388	491968	5	2001/04/20
720890	237120	5	2001/04/10
494374532	310721	3	2001/05/22
767516	380526	5	2002/02/14
768161	265981	4	2002/02/14
751939	485024	5	2001/03/07
2229833348	657020	5	2001/09/12
736455	241729	4	2001/01/26
3815018116	261183	5	2001/09/07
767758	372134	5	2002/02/14
171216516	292095	5	2001/03/29
3682438788	272378	4	2001/09/06
778182	677552	5	2001/01/31
776373	415506	4	2001/01/31
754848	200396	5	2001/06/20
767466	257888	5	2002/02/14
766545540	1639944068	5	2001/05/11
1682607748	301080	5	2001/05/05
731591	243365	2	2001/09/06
775943	324035	5	2002/07/31
829787780	218175	5	2001/06/13
768374	271603	5	2002/02/14
1072533124	223559	5	2001/02/07
868060804	278257	5	2001/04/14
931171972	415509	5	2001/06/21
749558	462146	4	2002/05/11
771125	238184	5	2001/03/09
3825962628	282870	5	2001/09/07
771917	201475	5	2001/03/09
977440388	333720	4	2002/02/21
2018020996	317636	5	2001/01/18
2576649860	426066	5	2001/05/08
2850852484	342772	5	2002/03/10
2308411012	265810	5	2001/09/12
2154008196	222557	5	2001/08/30
3306065540	210284	5	2001/10/30
772693	305352	4	2001/03/09
756841	301797	5	2001/07/18
869568132	255623	5	2001/04/14
768673	205639	5	2002/02/14
767001	356104	5	2002/02/14
741187	280471	5	2001/07/13
777949	399055	5	2001/01/31
742336	200338	5	2001/07/13
2546962052	749899652	5	2001/05/08
735812	603590	4	2001/01/26
269782660	566993	5	2001/03/29
1602915972	346486	5	2001/09/28
472551044	1363971972	5	2001/05/18
746035	210325	4	2001/04/19
776101	715553	3	2002/07/31
3379859076	210284	5	2001/03/07
3007680132	247162	5	2001/06/06
728689	206437	5	2002/02/16
761073	620982	5	2002/02/18
726379	296904	4	2003/05/15
731213	411121	5	2001/09/06
776152	455629	5	2002/07/31
3453062788	212365	3	2001/08/28
1642106500	225068	5	2001/10/30
2133954180	333720	4	2001/08/30
764323	326557	3	2001/06/21
2326695556	210284	4	2001/09/12
